;СОУН;Объект ФНС России;Тип оборудования;Производитель;Модель;Серийный номер;Сервисный номер 2017;Инвентарный номер;Год выпуска;Гарантия;;
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 3);Cisco;WS-C2960-48TC-L;FOC1139X0LP;77046-3-3.10-FOC1139X0LP;1101340300705;2003;01.01.2005;!;!
!;7733;ИФНС России №33 по Москве;Коммутатор (Тип 3);Cisco;WS-C2960-48TC-L;FOC1139X0U0;77046-3-3.10-FOC1139X0U0;1101340300704;2003;01.01.2005;!;!
!;7733;ИФНС России №33 по Москве;Оптический коммутатор;Qlogic;SB5802V-08A8;1529F00172;77046-3-3.10-1529F00172 ;з/б 32/1;2015;30.11.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Aquarius;Elt E50 S62;211226870106-0048;77046-1-1.13-211226870106-0048;з/б 41;2011;15.08.2013;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Aquarius;Elt E50 S62;2111226870106-0039;77046-3-3.9-2111226870106-0039;з/б 41;2011;15.08.2013;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Aquarius;Elt E50 S62;2111226870106-0037;77046-3-3.22-2111226870106-0037;з/б 41;2011;15.08.2013;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Aquarius;Elt E50 S62;2111226870106-0044;77046-3-3.9-2111226870106-0044;з/б 41;2011;15.08.2013;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Aquarius;Elt E50 S62;2111226870106-0038;77046-1-1.13-2111226870106-0038;з/б 41;2011;15.08.2013;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Aquarius;Elt E50 S62;2111226870106-0040;77046-1-1.13-2111226870106-0040;з/б 41;2011;15.08.2013;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Aquarius;Elt E50 S62;2111226870106-0042;77046-1-1.13-2111226870106-0042;з/б 41;2011;15.08.2013;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Aquarius;Elt E50 S62;2111226870106-0045;77046-3-3.9-2111226870106-0045;з/б 41;2011;15.08.2013;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Aquarius;Elt E50 S62;2111226870106-0043;77046-1-1.13-2111226870106-0043;з/б 41;2011;15.08.2013;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Aquarius;Elt E50 S62;2111226870106-0046;77046-3-3.9-2111226870106-0046;з/б 41;2011;15.08.2013;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Hewlett Packard;Pro 3010 MT Business PC;RUA0301QW3;77047-2-2.27-RUA0301QW3 ;11010402000018;2009;01.01.2012;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Hewlett Packard;Pro 3010 MT Business PC;RUA0301QXD;77046-2-3.12-RUA0301QXD;11010402000013;2011;01.12.2014;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Hewlett Packard;Pro 3010 MT Business PC;RUA0301QM3;77046-1-1.13-RUA0301QM3 ;11010402000022;2009;01.01.2012;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Hewlett Packard;Pro 3010 MT Business PC;RUA0301QH8;77046-3-3.0-RUA0301QH8;11010402000014;2009;01.01.2012;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Hewlett Packard;Pro 3010 MT Business PC;RUA0301QY2;77046-1-1.4-RUA0301QY2;11010402000011;2009;01.01.2012;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Hewlett Packard;Pro 3010 MT Business PC;RUA0301QWZ;77046-2-2.10-RUA0301QWZ;11010402000012;2009;01.01.2012;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Hewlett Packard;Pro 3010 MT Business PC;RUA0301QXB;77046-2-2.12-RUA0301QXB;11010402000009;2009;01.01.2012;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Hewlett Packard;Pro 3010 MT Business PC;RUA0301QQY;77046-1-1.0-RUA0301QQY;11010402000010;2009;01.01.2012;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Hewlett Packard;Pro 3010 MT Business PC;RUA0301QKH;77046-2-2.0-RUA0301QKH;11010402000021;2009;01.01.2012;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Hewlett Packard;Pro 3010 MT Business PC;RUF0301QWD;77046-1-1.6-RUF0301QWD;11010402000008;2009;01.01.2012;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Hewlett Packard;Pro 3010 MT Business PC;RUA029IKKP;77046-2-2.7-RUA029IKKP;11010402000020;2010;01.01.2013;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Hewlett Packard;Pro 3010 MT Business PC;RUA0301QH4;77046-1-1.10-RUA0301QH4;11010402000015;2009;01.01.2012;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Hewlett Packard;Pro 3010 MT Business PC;RUA0301OYP;77046-2-2.7-RUA0301OYP;11010402000016;2009;01.01.2012;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Hewlett Packard;Pro 3010 MT Business PC;RUA0301QLQ;77046-2-2.10-RUA0301QLQ;11010402000019;2009;17.09.2012;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Hewlett Packard;Pro 3010 MT Business PC;RUA0291KZY;77046-4-4.7-RUA0291KZY ;11010402000017;2009;01.01.2012;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Ramec;Storm;2548L04J24;77046-2-Комната 2.17-2548L04J24;11013402000001;2011;30.12.2014;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Ramec;Storm;2581L04J24;77046-2-Комната 2.17-2581L04J24;11013402000002;2011;30.12.2014;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NA21;77046-1-1.4-PB4NA21;11013402000035;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PZ06;77046-2-2.14-PB4PZ06;11013402000128;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NK15;77046-2-2.14-PB4NK15;11013402000115;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PY88;77046-2-2.14-PB4PY88;11013402000134;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NW55;77046-1-1.4-PB4NW55;11013402000192;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NW56;77046-2-2.14-PB4NW56;11013402000156;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NW00;77046-2-2.3-PB4NW00;11013402000155;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MA03;77046-2-2.12-PB4MA03;11013402000045;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB6L1XB;77046-2-2.3-PB6L1XB;11013402000151;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PE77;77046-2-2.3-PB4PE77;11013402000208;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PZ07;77046-1-1.4-PB4PZ07;11013402000136;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB6M0WL;77046-1-1.15-PB6M0WL;11013402000194;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NH60;77046-4-4.22-PB4NH60;11013402000112;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB6M0WV;77046-1-1.5-PB6M0WV;11013402000195;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NY69;77046-1-1.5-PB4NY69;11013402000187;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NA20;77046-3-3.13-PB4NA20;11013402000034;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MV14;77046-3-3.17-PB4MV14;11013402000110;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB6L5FN;77046-1-1.5-PB6L5FN;11013402000160;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NH51;77046-2-2.6-PB4NH51;11013402000121;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MY93;77046-2-2.6-PB4MY93;11013402000097;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MV09;77046-2-2.14-PB4MV09;11013402000096;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AK49;77046-2-2.6-PB1AK49;11013402000095;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4LY67;77046-2-2.6-PB4LY67;11013402000078;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PZ01;77046-1-1.12-PB4PZ01;11013402000142;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB6M2PR;77046-1-1.12-PB6M2PR;11013402000149;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PY89;77046-1-1.12-PB4PY89;11013402000130;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NK73;77046-1-1.12-PB4NK73;11013402000186;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NK67;77046-3-3.9-PB4NK67;11013402000170;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MZ03;77046-1-1.12-PB4MZ03;11013402000172;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NP14;77046-1-1.12-PB4NP14;11013402000189;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PY65;77046-2-2.14-PB4PY65;11013402000169;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NL50;77046-1-1.12-PB4NL50;11013402000165;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PZ04;77046-1-1.9-PB4PZ04;11013402000207;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PZ03;77046-1-1.1-PB4PZ03;11013402000139;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PY82;77046-1-1.15-PB4PY82;11013402000129;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PE75;77046-1-1.1-PB4PE75;11013402000150;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NH54;77046-1-1.3-PB4NH54;11013402000120;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NH57;77046-1-1.3-PB4NH57;11013402000117;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB6MOWA;77046-1-1.3-PB6MOWA;11013402000162;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MV11;77046-1-1.3-PB4MV11;11013402000107;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4MY13;77046-1-1.3-PB4MY13;11013402000106;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4YX66;77046-1-1.3-PB4YX66;11013402000069;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4ND37;77046-1-1.3-PB4YX66 ;11013402000104;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4NK63;77046-2-Окно №12-PB4NK63;11013402000184;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PY86;77046-1-1.1-PB4PY86;11013402000135;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4LZ02;77046-2-2.7-PB4LZ02;11013402000063;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AK51;77046-2-2.7-PB1AK51;11013402000091;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PC41;77046-2-2.7-PB4PC41;11013402000044;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AK56;77046-3-3.9-PB1AK56;11013402000206;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4LY72;77046-2-2.7-PB4LY72;11013402000067;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AK47;77046-2-2.7-PB1AK47;11013402000087;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PBA4C36;77046-2-2.7-PBA4C36;11013402000041;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4LX29;77046-1-1.3-PB4LX29;11013402000065;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB1AK53;77046-2-2.7-PB1AK53;11013402000086;2013;03.07.2018;!;!
!;7733;ИФНС России №33 по Москве;Рабочая станция (Тип 0);Lenovo;ThinkCentre EDGE72;PB4PX37;77046-2-2.8-PB4PX37;11013402000203;2013;03.07.2018;!;!
